Timestamp,Name,Email,Date of birth,Age,Province,Gender,Year of Study ,Field of Study,How many hours per day do you use each platform? [Facebook],How many hours per day do you use each platform? [Instagram],How many hours per day do you use each platform? [Snapchat],How many hours per day do you use each platform? [Tiktok],How many hours per day do you use each platform? [X (Twitter)],How many hours per day do you use each platform? [Other],"On average, how many hours of sleep do you get per night?",What devices do you use to access social media,Please indicate how much you agree or disagree with the following statements about social media and your mental health: [Social media helps me feel connected to others.],Please indicate how much you agree or disagree with the following statements about social media and your mental health: [Social media makes me feel anxious or stressed.],Please indicate how much you agree or disagree with the following statements about social media and your mental health: [Social media distracts me from academic work.],Please indicate how much you agree or disagree with the following statements about social media and your mental health: [Social media improves my mood when I feel lonely.],Select any of the following reasons for using social media:
3/16/2026 16:00:00,Olivia Anderson,olivia.anderson@uwo.ca,,23.0,ontario,Male,2.0,CompSci,1.0,3.0,2.0,2.0,1.0,0.0,5.0,Tablet,Disagree,Agree,Neutral,Agree,"Academic or professional networking, Self-expression / creativity"
3/5/2026 08:00:00,Mei Dubois,mei.dubois@proton.me,4/23/2007,18.0,B.C.,Male,2.0,CompSci,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Laptop",Agree,Disagree,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events"
3/6/2026 16:00:00,Lucas Hernandez,lucas.hernandez@gmail.com,1/26/2005,21.0,Manitoba,Male,2.0,Economics,1.0,3.0,2.0,2.0,1.0,0.0,5.0,"Laptop, Desktop computer",Neutral,Neutral,Agree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/10/2026 18:00:00,Elena Lee,elena.lee@yahoo.com,10/5/2008,17.0,Ontario,Female,1.0,Chemistry,0.0,1.0,1.0,1.0,0.0,0.0,7.0,Smartphone,Neutral,Neutral,Disagree,Neutral,"Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/2/2026 11:00:00,Priya Dubois,priya.dubois@ontariotechu.ca,,,ON,Non-binary,1.0,enginering,1.0,1.0,1.0,1.0,0.0,0.0,7.0,Laptop,Neutral,Disagree,Disagree,Strong agree,"Staying in touch with friends / family, Staying informed about news/events, Self-expression / creativity"
3/2/2026 10:00:00,Diego Khan,diego.khan@proton.me,,22.0,B.C.,Female,2.0,stats,0.0,1.0,1.0,1.0,0.0,0.0,7.0,Smartphone,Agree,Strongly disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Self-expression / creativity"
3/17/2026 16:00:00,Fatima Gonzalez,fatima.gonzalez@yahoo.com,5/19/2004,21.0,BC,Female,3.0,comp sci,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop",Agree,Disagree,Disagree,Neutral,"Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/4/2026 17:00:00,Ethan Dubois,ethan.dubois@lakeheadu.ca,4/3/2001,24.0,ontario,Female,1.0,,1.0,2.0,1.0,1.0,0.0,0.0,7.0,Smartphone,Strong agree,Disagree,Disagree,Agree,Academic or professional networking
3/12/2026 14:00:00,Diego Chen,diego.chen@proton.me,1/31/2001,25.0,Alta,Male,3.0,Chemistry,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Desktop computer, Gaming console",Neutral,Neutral,Neutral,Agree,"Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/18/2026 14:00:00,Leo White,leo.white@mun.ca,5/5/2005,20.0,british columbia,Female,2.0,Psychology,1.0,2.0,1.0,2.0,0.0,0.0,7.0,Smartphone,Strong agree,Neutral,Neutral,Agree,"Staying in touch with friends / family, Staying informed about news/events, Self-expression / creativity"
3/19/2026 13:00:00,Fatima Singh,fatima.singh@icloud.com,,,ON,,3.0,stats,0.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop, Tablet, Gaming console",Strong agree,Strongly disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/10/2026 09:00:00,Diego Young,diego.young@yorku.ca,12/9/2002,23.0,ontario,,1.0,enginering,0.0,1.0,0.0,1.0,0.0,0.0,6.0,"Smartphone, Laptop",Strong agree,Strongly disagree,Disagree,Neutral,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/17/2026 11:00:00,Mateo Clark,mateo.clark@outlook.com,10/24/2003,22.0,B.C.,Male,1.0,Visual Art,1.0,2.0,1.0,2.0,0.0,0.0,6.0,"Smartphone, Laptop",Agree,Neutral,Disagree,Neutral,"Staying in touch with friends / family, Staying informed about news/events, Self-expression / creativity"
3/4/2026 17:00:00,Lucas Singh,lucas.singh@yahoo.com,10/17/2005,20.0,ontario,Male,4.0,Biolgy,1.0,2.0,1.0,2.0,0.0,0.0,6.0,Gaming console,Agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Staying informed about news/events, Self-expression / creativity"
3/13/2026 11:00:00,Liam Dubois,liam.dubois@queensu.ca,9/10/2008,17.0,British Columbia,Male,1.0,chem,,2.0,2.0,3.0,0.0,0.0,,"Smartphone, Laptop, Gaming console",Agree,Neutral,Neutral,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/7/2026 14:00:00,Hana Taylor,hana.taylor@queensu.ca,3/16/2007,19.0,british columbia,Male,4.0,econ,0.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Gaming console",Neutral,Disagree,Disagree,Agree,"Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/19/2026 15:00:00,Elena Clark,elena.clark@hotmail.com,3/13/2008,18.0,B.C.,Male,2.0,econ,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Tablet",Strong agree,Disagree,Disagree,Neutral,"Entertainment / passing time, Self-expression / creativity"
3/5/2026 12:00:00,Mia Lopez,mia.lopez@gmail.com,9/30/1998,27.0,BC,Female,3.0,econ,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Smart TV",Agree,Disagree,Strongly disagree,Agree,Academic or professional networking
3/1/2026 08:00:00,Ethan Smith,ethan.smith@icloud.com,8/22/2008,17.0,BC,Male,1.0,Biolgy,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Laptop",Agree,Neutral,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/18/2026 18:00:00,Fatima Dubois,fatima.dubois@hotmail.com,7/22/2004,21.0,BC,Male,2.0,Economics,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Laptop, Gaming console",Disagree,Strongly disagree,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking"
3/18/2026 13:00:00,Aisha Martin,aisha.martin@outlook.com,11/4/2004,21.0,,Female,1.0,Economics,0.0,1.0,1.0,1.0,0.0,0.0,7.0,Gaming console,Strong agree,Strongly disagree,Disagree,,"Academic or professional networking, Self-expression / creativity"
3/11/2026 09:00:00,Chloe Clark,chloe.clark@ucalgary.ca,3/11/2000,26.0,British Columbia,Male,2.0,engineering,0.0,1.0,0.0,1.0,0.0,0.0,9.0,Smartphone,Agree,Strongly disagree,Disagree,Agree,"Academic or professional networking, Self-expression / creativity"
3/5/2026 14:00:00,Leo Chen,leo.chen@gmail.com,5/24/2001,24.0,B.C.,Male,2.0,Engineering,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop",Agree,Disagree,Neutral,Neutral,"Staying in touch with friends / family, Staying informed about news/events, Self-expression / creativity"
3/2/2026 20:00:00,Ethan Moore,ethan.moore@yahoo.com,2/27/1999,27.0,BC,Female,4.0,stats,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop, Gaming console",Neutral,Disagree,Disagree,Neutral,Staying in touch with friends / family
3/6/2026 17:00:00,Ravi Hernandez,ravi.hernandez@wilfridlaurier.ca,9/14/2007,18.0,BC,Non-binary,1.0,Statistics,1.0,2.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop",Strong agree,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Self-expression / creativity"
3/8/2026 15:00:00,Nina Wilson,nina.wilson@proton.me,6/9/2004,21.0,British Columbia,Male,2.0,comp sci,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Smart TV",Agree,Disagree,Neutral,Agree,"Staying in touch with friends / family, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/12/2026 16:00:00,Lucas Patel,lucas.patel@umontreal.ca,11/29/2006,,AB,Male,4.0,chem,,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop",Strong agree,Disagree,Disagree,,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events"
3/19/2026 11:00:00,Yuki Smith,yuki.smith@gmail.com,11/21/2005,20.0,british columbia,Female,3.0,psycology,0.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop, Desktop computer",Neutral,Strongly disagree,Disagree,Agree,"Entertainment / passing time, Self-expression / creativity"
3/8/2026 18:00:00,Fatima Patel,fatima.patel@umanitoba.ca,2/11/2005,21.0,BC,,2.0,CompSci,1.0,2.0,1.0,3.0,0.0,0.0,7.0,"Smartphone, Laptop",Neutral,Disagree,Neutral,Agree,"Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/4/2026 18:00:00,Diego Khan,diego.khan@yahoo.com,2/5/2003,23.0,BC,Male,2.0,engineering,1.0,2.0,1.0,1.0,0.0,0.0,6.0,Desktop computer,Neutral,Neutral,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time"
3/15/2026 20:00:00,Jamal Harris,jamal.harris@yahoo.com,3/28/1999,26.0,BC,Male,2.0,CompSci,0.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop",Neutral,Strongly disagree,,Agree,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/6/2026 08:00:00,Jamal Khan,jamal.khan@yahoo.com,2/29/2008,18.0,NS,Female,1.0,engineering,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Desktop computer",Agree,Neutral,Disagree,Agree,"Staying in touch with friends / family, Academic or professional networking, Staying informed about news/events"
3/7/2026 15:00:00,Zara Khan,zara.khan@gmail.com,12/20/2006,19.0,ON,Male,3.0,comp sci,1.0,1.0,1.0,1.0,0.0,0.0,8.0,Smartphone,Strong agree,Disagree,Disagree,Agree,"Entertainment / passing time, Staying informed about news/events"
3/6/2026 16:00:00,Hana Smith,hana.smith@proton.me,1/14/2004,22.0,Alberta,Female,4.0,Creative Writing,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Tablet",Neutral,Neutral,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/14/2026 18:00:00,Ethan Taylor,ethan.taylor@ontariotechu.ca,8/11/2002,,british columbia,Female,3.0,stats,1.0,1.0,1.0,1.0,0.0,0.0,8.0,,Strong agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/17/2026 09:00:00,Chloe Patel,,9/19/2006,19.0,british columbia,Male,1.0,CompSci,0.0,1.0,0.0,1.0,0.0,0.0,7.0,"Smartphone, Desktop computer, Gaming console",Agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Staying informed about news/events, Self-expression / creativity"
3/9/2026 18:00:00,Noor Martin,noor.martin@icloud.com,11/30/2000,25.0,B.C.,Female,1.0,econ,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Tablet, Gaming console",Strong agree,Disagree,Disagree,Agree,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/18/2026 13:00:00,Noor Lopez,noor.lopez@gmail.com,12/14/2008,17.0,BC,Male,1.0,stats,2.0,3.0,2.0,3.0,1.0,0.0,5.0,"Smartphone, Laptop",Neutral,Agree,Agree,Disagree,Staying in touch with friends / family
3/14/2026 18:00:00,Amir Clark,amir.clark@icloud.com,7/3/2003,22.0,ontario,Female,1.0,Creative Writing,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop",Neutral,Disagree,Disagree,Neutral,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/15/2026 13:00:00,Chloe Lewis,chloe.lewis@icloud.com,3/29/2000,25.0,British Columbia,Male,4.0,stats,0.0,1.0,1.0,1.0,0.0,0.0,7.0,Desktop computer,,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/18/2026 20:00:00,Yuki Hernandez,yuki.hernandez@proton.me,3/26/2003,22.0,British Columbia,Female,4.0,comp sci,1.0,1.0,1.0,1.0,0.0,0.0,,"Smartphone, Laptop",Agree,Disagree,,Neutral,Staying in touch with friends / family
3/4/2026 09:00:00,Hana Khan,hana.khan@hotmail.com,10/22/2004,21.0,Alberta,Female,1.0,psycology,0.0,0.0,0.0,1.0,0.0,,8.0,"Smartphone, Laptop",Agree,Strongly disagree,Strongly disagree,Strong agree,"Entertainment / passing time, Academic or professional networking"
3/16/2026 16:00:00,Noah Clark,noah.clark@usask.ca,10/26/2002,23.0,NS,Female,2.0,Physics,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop",Agree,Disagree,Disagree,Neutral,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/15/2026 08:00:00,Zara Smith,zara.smith@proton.me,4/19/2005,20.0,british columbia,Male,1.0,Statistics,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Desktop computer, Tablet",,Disagree,Disagree,Neutral,"Entertainment / passing time, Self-expression / creativity"
3/15/2026 13:00:00,Diego White,diego.white@hotmail.com,4/3/2004,21.0,B.C.,Male,2.0,econ,1.0,1.0,1.0,1.0,0.0,0.0,8.0,Tablet,Agree,Neutral,Disagree,Neutral,"Entertainment / passing time, Staying informed about news/events"
3/16/2026 14:00:00,Kai White,kai.white@yahoo.com,12/28/2003,22.0,BC,Female,3.0,,0.0,1.0,1.0,1.0,0.0,0.0,8.0,Tablet,Agree,Disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/1/2026 13:00:00,Ravi Khan,ravi.khan@ucalgary.ca,6/13/2002,23.0,BC,Male,2.0,Psychology,0.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Desktop computer, Tablet",Agree,Disagree,Neutral,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/8/2026 12:00:00,Kai Khan,kai.khan@dal.ca,,25.0,Nova Scotia,Non-binary,1.0,Statistics,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Laptop, Desktop computer",Agree,Strongly disagree,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/9/2026 19:00:00,Ravi Moore,ravi.moore@gmail.com,2/13/1997,29.0,ontario,Male,3.0,Economics,0.0,0.0,0.0,1.0,0.0,0.0,9.0,"Smartphone, Desktop computer, Tablet",Agree,Strongly disagree,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/17/2026 11:00:00,Mia Young,mia.young@proton.me,10/20/2008,17.0,Nova Scotia,Female,1.0,econ,1.0,1.0,,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Desktop computer, Smart TV",Agree,Neutral,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking"
3/4/2026 19:00:00,Jamal Hernandez,jamal.hernandez@outlook.com,,17.0,ontario,Female,1.0,chem,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Tablet, Smart TV",Agree,Disagree,Disagree,Agree,"Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/11/2026 17:00:00,Isabella Smith,isabella.smith@uwo.ca,4/9/2008,17.0,british columbia,Female,1.0,Statistics,1.0,2.0,1.0,2.0,0.0,0.0,6.0,"Smartphone, Tablet, Smart TV",Agree,Neutral,Neutral,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/19/2026 14:00:00,Priya Smith,,11/6/2005,20.0,Alta,Male,3.0,Biology,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Laptop",Neutral,Neutral,Neutral,Agree,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/15/2026 13:00:00,Diego White,diego.white@hotmail.com,4/3/2004,21.0,B.C.,Male,2.0,econ,1.0,1.0,1.0,1.0,0.0,0.0,8.0,Tablet,Agree,Neutral,Disagree,Neutral,"Entertainment / passing time, Staying informed about news/events"
3/3/2026 08:00:00,Arjun Roy,arjun.roy@uottawa.ca,5/13/2002,23.0,BC,Female,3.0,enginering,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Tablet",Disagree,Neutral,Disagree,Neutral,"Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
1/1/2026 11:35:00,Mateo Chen,mateo.chen@yahoo.com,11/8/2002,23.0,B.C.,Female,2.0,Psychology,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Laptop, Desktop computer, Tablet, Smart TV",Neutral,Disagree,Disagree,Strong agree,"Academic or professional networking, Self-expression / creativity"
3/11/2026 18:00:00,Lucas Patel,lucas.patel@gmail.com,7/25/2007,18.0,British Columbia,Female,3.0,Computer Science,1.0,2.0,1.0,2.0,0.0,0.0,7.0,Smartphone,Neutral,Disagree,Disagree,Agree,"Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/8/2026 17:00:00,Mei Jackson,mei.jackson@gmail.com,5/22/2008,,ON,Female,1.0,econ,1.0,2.0,1.0,1.0,0.0,0.0,7.0,Smartphone,Agree,Neutral,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/2/2026 11:00:00,Ava Dubois,ava.dubois@mcgill.ca,11/24/2006,19.0,british columbia,Male,1.0,Psychology,1.0,2.0,1.0,3.0,0.0,0.0,6.0,"Smartphone, Desktop computer",Neutral,Disagree,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Staying informed about news/events"
3/5/2026 12:00:00,Noor Wilson,noor.wilson@gmail.com,11/9/2007,18.0,ontario,Female,3.0,Engineering,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Desktop computer, Tablet",Agree,Neutral,Disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time"
3/16/2026 11:00:00,Lucas Wilson,lucas.wilson@stfx.ca,6/27/2007,18.0,B.C.,Female,3.0,Biology,1.0,1.0,1.0,1.0,0.0,0.0,6.0,"Laptop, Desktop computer, Gaming console, Smart TV",Agree,Disagree,Disagree,Neutral,"Staying in touch with friends / family, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/6/2026 16:00:00,Lucas Hernandez,lucas.hernandez@gmail.com,1/26/2005,21.0,Manitoba,Male,2.0,Economics,1.0,3.0,2.0,2.0,1.0,0.0,5.0,"Laptop, Desktop computer",Neutral,Neutral,Agree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/8/2026 08:00:00,Nina Brown,nina.brown@icloud.com,8/27/2005,20.0,Alberta,,2.0,Computer Science,1.0,2.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop",Agree,Disagree,Disagree,Strong agree,
3/11/2026 10:00:00,Priya Thomas,priya.thomas@icloud.com,6/23/2006,,B.C.,Female,2.0,chem,0.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Desktop computer",Agree,Strongly disagree,Strongly disagree,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Self-expression / creativity"
3/16/2026 13:00:00,Diego Lee,diego.lee@sfu.ca,10/12/2005,20.0,BC,Male,4.0,biology,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop",Agree,Disagree,Disagree,,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/5/2026 16:00:00,Emma Lee,emma.lee@viu.ca,8/14/2009,16.0,MB,Male,3.0,Chemistry,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Laptop, Gaming console",Agree,Disagree,,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events, Self-expression / creativity"
3/8/2026 08:00:00,Zara Garcia,zara.garcia@hotmail.com,,18.0,BC,Male,1.0,psycology,1.0,2.0,1.0,2.0,0.0,,6.0,Laptop,Agree,Disagree,Neutral,Agree,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/12/2026 09:00:00,Mateo Jackson,mateo.jackson@icloud.com,1/25/1999,27.0,B.C.,Male,1.0,biology,0.0,,0.0,1.0,0.0,0.0,8.0,"Desktop computer, Tablet",Strong agree,Disagree,Disagree,Agree,"Entertainment / passing time, Staying informed about news/events, Self-expression / creativity"
3/8/2026 12:00:00,Kai Khan,kai.khan@dal.ca,,25.0,Nova Scotia,Non-binary,1.0,Statistics,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Laptop, Desktop computer",Agree,Strongly disagree,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/19/2026 11:00:00,Sofia Harris,sofia.harris@uwaterloo.ca,,,British Columbia,Prefer not to say,1.0,Biology,1.0,2.0,1.0,3.0,0.0,0.0,5.0,,Neutral,Neutral,Neutral,Neutral,"Staying in touch with friends / family, Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/3/2026 17:00:00,Zara Anderson,zara.anderson@yahoo.com,12/3/2005,20.0,QC,Male,4.0,engineering,1.0,1.0,1.0,1.0,0.0,0.0,8.0,Laptop,Agree,Neutral,Disagree,Neutral,"Staying in touch with friends / family, Entertainment / passing time"
3/6/2026 11:00:00,Leo Lewis,leo.lewis@hotmail.com,11/8/2008,17.0,ontario,Male,1.0,econ,1.0,2.0,1.0,1.0,0.0,0.0,6.0,"Smartphone, Laptop, Smart TV",,Disagree,Disagree,Agree,"Entertainment / passing time, Staying informed about news/events"
3/16/2026 16:00:00,Noah Clark,noah.clark@usask.ca,10/26/2002,23.0,NS,Female,2.0,Physics,1.0,1.0,1.0,1.0,0.0,0.0,8.0,"Smartphone, Laptop",Agree,Disagree,Disagree,Neutral,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
3/15/2026 08:00:00,Zara Smith,zara.smith@proton.me,4/19/2005,20.0,british columbia,Male,1.0,Statistics,1.0,1.0,1.0,1.0,0.0,0.0,7.0,"Smartphone, Desktop computer, Tablet",,Disagree,Disagree,Neutral,"Entertainment / passing time, Self-expression / creativity"
3/10/2026 13:00:00,Liam White,liam.white@usask.ca,,,BC,Female,4.0,comp sci,0.0,1.0,1.0,1.0,0.0,0.0,,"Smartphone, Tablet",Strong agree,Disagree,Disagree,Agree,"Staying informed about news/events, Self-expression / creativity"
3/9/2026 15:00:00,Hana Chen,hana.chen@yorku.ca,4/16/2003,22.0,Ontario,Male,2.0,Visual Art,1.0,2.0,1.0,1.0,0.0,0.0,6.0,Smartphone,Neutral,Disagree,Disagree,Agree,"Entertainment / passing time, Academic or professional networking, Staying informed about news/events"
1/1/2026 10:16:00,Priya White,priya.white@ucalgary.ca,1/15/2006,20.0,ON,Male,3.0,Creative Writing,1.0,2.0,1.0,2.0,0.0,0.0,6.0,"Smartphone, Laptop, Desktop computer",Strong agree,Disagree,Disagree,Agree,"Academic or professional networking, Staying informed about news/events"
